"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num District total","num District rptg","over votes","under votes"
923,"For Members of the County Committee - Newark C-32 (DEM) (Vote For 2)","Michael MALONE","DEM",5,27.78,0,28,1,1,"0","24"
924,"For Members of the County Committee - Newark C-35 (DEM) (Vote For 2)","Ana Luisa GUTIERREZ","DEM",28,100.00,0,44,1,1,"0","50"
925,"For Members of the County Committee - Newark C-37 (DEM) (Vote For 2)","Roberto RIVERA","DEM",26,66.67,0,60,1,1,"0","71"
926,"For Members of the County Committee - Newark C-37 (DEM) (Vote For 2)","Quadeer L. PORTER","DEM",13,33.33,0,60,1,1,"0","71"
927,"For Members of the County Committee - Newark C-40 (DEM) (Vote For 2)","Lesandra KORNEGAY","DEM",91,52.60,0,135,1,1,"0","91"
928,"For Members of the County Committee - Newark C-40 (DEM) (Vote For 2)","Walter T. JACOBS","DEM",82,47.40,0,135,1,1,"0","91"
929,"For Members of the County Committee - Newark C-41 (DEM) (Vote For 2)","Jermaine JAMES","DEM",61,70.11,0,109,1,1,"0","123"
930,"For Members of the County Committee - Newark C-41 (DEM) (Vote For 2)","Marcelline D. PHILLIPS","DEM",26,29.89,0,109,1,1,"0","123"
931,"For Members of the County Committee - Newark C-42 (DEM) (Vote For 2)","Johnnie L. KILLIEBREW","DEM",23,100.00,0,43,1,1,"0","59"
932,"For Members of the County Committee - Newark C-43 (DEM) (Vote For 2)","Eric R. WILLIAMS","DEM",24,46.15,0,41,1,1,"0","24"
933,"For Members of the County Committee - Newark C-43 (DEM) (Vote For 2)","Latifah A. SMITH","DEM",28,53.85,0,41,1,1,"0","24"
934,"For Members of the County Committee - Newark C-44 (DEM) (Vote For 2)","Alana M. BURMAN","DEM",71,58.68,0,97,1,1,"0","64"
935,"For Members of the County Committee - Newark C-44 (DEM) (Vote For 2)","Angel M. BELLARAN","DEM",50,41.32,0,97,1,1,"0","64"
936,"For Members of the County Committee - Newark C-46 (DEM) (Vote For 2)","Jean J. HARRIS","DEM",17,60.71,0,38,1,1,"0","36"
937,"For Members of the County Committee - Newark C-46 (DEM) (Vote For 2)","Juan M. INFANTE","DEM",11,39.29,0,38,1,1,"0","36"
938,"For Members of the County Committee - Newark C-47 (DEM) (Vote For 2)","Frank A. BRICENO","DEM",13,32.50,0,33,1,1,"0","18"
939,"For Members of the County Committee - Newark C-47 (DEM) (Vote For 2)","Genara REYES","DEM",27,67.50,0,33,1,1,"0","18"
940,"For Members of the County Committee - Newark C-50 (DEM) (Vote For 2)","Ursula PHILLIPS","DEM",2,66.67,0,3,1,1,"0","1"
941,"For Members of the County Committee - Newark C-50 (DEM) (Vote For 2)","Prince ADADE","DEM",1,33.33,0,3,1,1,"0","1"
942,"For Members of the County Committee - North Caldwell 1 (DEM) (Vote For 2)","Jane SELZER","DEM",100,59.88,0,166,1,1,"0","57"
943,"For Members of the County Committee - North Caldwell 1 (DEM) (Vote For 2)","Vincent LEDGISTER","DEM",67,40.12,0,166,1,1,"0","57"
944,"For Members of the County Committee - North Caldwell 2 (DEM) (Vote For 2)","Beth SHAPIRO","DEM",63,57.80,0,151,1,1,"0","51"
945,"For Members of the County Committee - North Caldwell 2 (DEM) (Vote For 2)","Stephen WEINSTEIN","DEM",46,42.20,0,151,1,1,"0","51"
946,"For Members of the County Committee - North Caldwell 3 (DEM) (Vote For 2)","Julie ROSEN","DEM",89,60.96,0,173,1,1,"0","60"
947,"For Members of the County Committee - North Caldwell 3 (DEM) (Vote For 2)","Marielena ANDRE","DEM",57,39.04,0,173,1,1,"0","60"
948,"For Members of the County Committee - North Caldwell 4 (DEM) (Vote For 2)","Anthony FLORIA-CALLORI","DEM",84,50.60,0,187,1,1,"0","40"
949,"For Members of the County Committee - North Caldwell 4 (DEM) (Vote For 2)","Jann SKELTON","DEM",82,49.40,0,187,1,1,"0","40"
950,"For Members of the County Committee - North Caldwell 5 (DEM) (Vote For 2)","Anthony PERILLO","DEM",65,56.03,0,137,1,1,"0","36"
951,"For Members of the County Committee - North Caldwell 5 (DEM) (Vote For 2)","Alison ROSENTHAL","DEM",51,43.97,0,137,1,1,"0","36"
952,"For Members of the County Committee - Nutley 1-1 (DEM) (Vote For 2)","Laura VALENTE","DEM",51,100.00,0,141,1,1,"0","77"
953,"For Members of the County Committee - Nutley 1-2 (DEM) (Vote For 2)","Noreen K. HAVERON","DEM",44,100.00,0,95,1,1,"0","56"
954,"For Members of the County Committee - Nutley 1-3 (DEM) (Vote For 2)","Donald DeLUCA","DEM",63,100.00,0,144,1,1,"0","89"
955,"For Members of the County Committee - Nutley 1-4 (DEM) (Vote For 2)","Joanne GRAND","DEM",50,43.10,0,100,1,1,"0","34"
956,"For Members of the County Committee - Nutley 1-4 (DEM) (Vote For 2)","Michael EVANGELISTA","DEM",37,31.90,0,100,1,1,"0","34"
957,"For Members of the County Committee - Nutley 1-4 (DEM) (Vote For 2)","Anthony TORTORELLO","DEM",29,25.00,0,100,1,1,"0","34"
958,"For Members of the County Committee - Nutley 1-5 (DEM) (Vote For 2)","Violet J. O'HALLORAN","DEM",60,100.00,0,121,1,1,"0","76"
959,"For Members of the County Committee - Nutley 2-1 (DEM) (Vote For 2)","Stephen CHIPKIN","DEM",26,44.07,0,66,1,1,"0","31"
960,"For Members of the County Committee - Nutley 2-1 (DEM) (Vote For 2)","Carol J. TANGORRA","DEM",33,55.93,0,66,1,1,"0","31"
961,"For Members of the County Committee - Nutley 2-2 (DEM) (Vote For 2)","Andrea PODGARSKY","DEM",66,37.71,0,151,1,1,"0","53"
962,"For Members of the County Committee - Nutley 2-2 (DEM) (Vote For 2)","Stephen M. CANONICO","DEM",49,28.00,0,151,1,1,"0","53"
963,"For Members of the County Committee - Nutley 2-2 (DEM) (Vote For 2)","Janet P. CANONICO","DEM",60,34.29,0,151,1,1,"0","53"
964,"For Members of the County Committee - Nutley 2-3 (DEM) (Vote For 2)","Alexander DiANTONIO","DEM",83,100.00,0,140,1,1,"0","104"
965,"For Members of the County Committee - Nutley 2-4 (DEM) (Vote For 2)","Amy KAEUPER","DEM",55,55.56,0,120,1,1,"0","43"
966,"For Members of the County Committee - Nutley 2-4 (DEM) (Vote For 2)","James J. O'HALLORAN","DEM",44,44.44,0,120,1,1,"0","43"
967,"For Members of the County Committee - Nutley 2-5 (DEM) (Vote For 2)","William G. HAMILTON","DEM",48,100.00,0,86,1,1,"0","64"
968,"For Members of the County Committee - Nutley 2-6 (DEM) (Vote For 2)","Patricia E. DOHERTY","DEM",57,100.00,0,122,1,1,"0","70"
969,"For Members of the County Committee - Nutley 3-2 (DEM) (Vote For 2)","Debra R. TIENE","DEM",29,55.77,0,68,1,1,"0","20"
970,"For Members of the County Committee - Nutley 3-2 (DEM) (Vote For 2)","Vincent J. BONIELLO","DEM",23,44.23,0,68,1,1,"0","20"
971,"For Members of the County Committee - Nutley 3-4 (DEM) (Vote For 2)","Thomas J. EVANS","DEM",66,61.11,0,123,1,1,"0","38"
972,"For Members of the County Committee - Nutley 3-4 (DEM) (Vote For 2)","Joseph ROSE","DEM",42,38.89,0,123,1,1,"0","38"
973,"For Members of the County Committee - Nutley 3-5 (DEM) (Vote For 2)","Michael O'HALLORAN","DEM",114,49.14,0,234,1,1,"0","80"
974,"For Members of the County Committee - Nutley 3-5 (DEM) (Vote For 2)","Barbara HIRSCH","DEM",118,50.86,0,234,1,1,"0","80"
975,"For Members of the County Committee - Nutley 3-7 (DEM) (Vote For 2)","John M. SAAR","DEM",38,100.00,0,85,1,1,"0","52"
976,"For Members of the County Committee - Orange N-2 (DEM) (Vote For 2)","Stefon IKNER","DEM",45,57.69,0,67,1,1,"0","55"
977,"For Members of the County Committee - Orange N-2 (DEM) (Vote For 2)","Evon IKNER","DEM",33,42.31,0,67,1,1,"0","55"
978,"For Members of the County Committee - Orange N-3 (DEM) (Vote For 2)","Anthony ANDERSON","DEM",61,62.89,0,104,1,1,"0","101"
979,"For Members of the County Committee - Orange N-3 (DEM) (Vote For 2)","Abiola ATORO","DEM",36,37.11,0,104,1,1,"0","101"
980,"For Members of the County Committee - Orange N-4 (DEM) (Vote For 2)","Paton B. CUNDER","DEM",31,56.36,0,46,1,1,"0","31"
981,"For Members of the County Committee - Orange N-4 (DEM) (Vote For 2)","Paula DESORMES","DEM",24,43.64,0,46,1,1,"0","31"
982,"For Members of the County Committee - Orange N-5 (DEM) (Vote For 2)","Tency EASON","DEM",76,53.15,0,101,1,1,"0","59"
983,"For Members of the County Committee - Orange N-5 (DEM) (Vote For 2)","Kevin HARDAWAY","DEM",67,46.85,0,101,1,1,"0","59"
984,"For Members of the County Committee - Orange S-1 (DEM) (Vote For 2)","Clifford ROSS","DEM",80,57.14,0,110,1,1,"0","71"
985,"For Members of the County Committee - Orange S-1 (DEM) (Vote For 2)","Mamie GREENE","DEM",60,42.86,0,110,1,1,"0","71"
986,"For Members of the County Committee - Orange S-2 (DEM) (Vote For 2)","April GAUNT-BUTLER","DEM",145,64.44,0,186,1,1,"0","143"
987,"For Members of the County Committee - Orange S-2 (DEM) (Vote For 2)","David ARMSTRONG","DEM",80,35.56,0,186,1,1,"0","143"
988,"For Members of the County Committee - Orange S-4 (DEM) (Vote For 2)","Veronica SCOTT","DEM",78,100.00,0,98,1,1,"0","112"
989,"For Members of the County Committee - Orange S-5 (DEM) (Vote For 2)","Patricia ARTHUR","DEM",51,45.95,0,83,1,1,"0","55"
990,"For Members of the County Committee - Orange S-5 (DEM) (Vote For 2)","Kweli CAMPBELL","DEM",23,20.72,0,83,1,1,"0","55"
991,"For Members of the County Committee - Orange S-5 (DEM) (Vote For 2)","Elroy CORBITT","DEM",37,33.33,0,83,1,1,"0","55"
992,"For Members of the County Committee - Orange S-6 (DEM) (Vote For 2)","Jeffery WINGFIELD","DEM",30,60.00,0,46,1,1,"0","36"
993,"For Members of the County Committee - Orange S-6 (DEM) (Vote For 2)","Jashlyn WINGFIELD","DEM",20,40.00,0,46,1,1,"0","36"
994,"For Members of the County Committee - Orange E-1 (DEM) (Vote For 2)","Antoinett HALL","DEM",112,55.17,0,185,1,1,"0","158"
995,"For Members of the County Committee - Orange E-1 (DEM) (Vote For 2)","Weldon MONTAGUE, III","DEM",91,44.83,0,185,1,1,"0","158"
996,"For Members of the County Committee - Orange E-2 (DEM) (Vote For 2)","Samuel CALLAND","DEM",47,100.00,0,94,1,1,"0","132"
997,"For Members of the County Committee - Orange E-4 (DEM) (Vote For 2)","Fatimah TURNER","DEM",57,30.32,0,117,1,1,"2","43"
998,"For Members of the County Committee - Orange E-4 (DEM) (Vote For 2)","Adrienne WOOTEN","DEM",68,36.17,0,117,1,1,"2","43"
999,"For Members of the County Committee - Orange E-4 (DEM) (Vote For 2)","Kerry COLEY","DEM",40,21.28,0,117,1,1,"2","43"
1000,"For Members of the County Committee - Orange E-4 (DEM) (Vote For 2)","Lisa COLEY","DEM",23,12.23,0,117,1,1,"2","43"
1001,"For Members of the County Committee - Orange E-5 (DEM) (Vote For 2)","Marsha ESCALLIERE","DEM",63,63.00,0,128,1,1,"0","152"
1002,"For Members of the County Committee - Orange E-5 (DEM) (Vote For 2)","Tazewell LACEY","DEM",37,37.00,0,128,1,1,"0","152"
1003,"For Members of the County Committee - Orange W-3 (DEM) (Vote For 2)","Stacey MARTIN","DEM",41,48.24,0,75,1,1,"0","53"
1004,"For Members of the County Committee - Orange W-3 (DEM) (Vote For 2)","Quantavia HILBERT","DEM",16,18.82,0,75,1,1,"0","53"
1005,"For Members of the County Committee - Orange W-3 (DEM) (Vote For 2)","Michael Jean BAPTISTE","DEM",6,7.06,0,75,1,1,"0","53"
1006,"For Members of the County Committee - Orange W-3 (DEM) (Vote For 2)","William HATHAWAY, Jr.","DEM",22,25.88,0,75,1,1,"0","53"
1007,"For Members of the County Committee - Orange W-4 (DEM) (Vote For 2)","Carla DENNY-JOHNSON","DEM",56,54.37,0,87,1,1,"0","59"
1008,"For Members of the County Committee - Orange W-4 (DEM) (Vote For 2)","Harold J. JOHNSON, Jr.","DEM",47,45.63,0,87,1,1,"0","59"
1009,"For Members of the County Committee - Orange W-5 (DEM) (Vote For 2)","Dolores SAWYER","DEM",51,61.45,0,73,1,1,"0","57"
1010,"For Members of the County Committee - Orange W-5 (DEM) (Vote For 2)","Hashim GARRETT","DEM",32,38.55,0,73,1,1,"0","57"
1011,"For Members of the County Committee - Orange W-6 (DEM) (Vote For 2)","Peter L. LEARMONT","DEM",46,100.00,0,62,1,1,"0","70"
1012,"For Members of the County Committee - Roseland 1 (DEM) (Vote For 2)","Neal GOLDSTEIN","DEM",45,50.00,0,126,1,1,"0","21"
1013,"For Members of the County Committee - Roseland 1 (DEM) (Vote For 2)","Kevin CODEY","DEM",45,50.00,0,126,1,1,"0","21"
1014,"For Members of the County Committee - Roseland 2 (DEM) (Vote For 2)","David B. JACOBS","DEM",80,53.69,0,177,1,1,"0","61"
1015,"For Members of the County Committee - Roseland 2 (DEM) (Vote For 2)","Beth RAVIN","DEM",69,46.31,0,177,1,1,"0","61"
1016,"For Members of the County Committee - Roseland 3 (DEM) (Vote For 2)","Christopher J. BARDI","DEM",39,54.17,0,132,1,1,"0","22"
1017,"For Members of the County Committee - Roseland 3 (DEM) (Vote For 2)","Maria JORGE","DEM",33,45.83,0,132,1,1,"0","22"
1018,"For Members of the County Committee - Roseland 4 (DEM) (Vote For 2)","Matthew BIRONT","DEM",67,54.92,0,161,1,1,"0","38"
1019,"For Members of the County Committee - Roseland 4 (DEM) (Vote For 2)","Frank FIRAVANTI","DEM",55,45.08,0,161,1,1,"0","38"
1020,"For Members of the County Committee - Roseland 5 (DEM) (Vote For 2)","Victor ROTONDA","DEM",55,50.93,0,169,1,1,"0","36"
1021,"For Members of the County Committee - Roseland 5 (DEM) (Vote For 2)","Christine COLLINS","DEM",53,49.07,0,169,1,1,"0","36"
1022,"For Members of the County Committee - Roseland 6 (DEM) (Vote For 2)","Dawn SPANGO","DEM",65,50.78,0,136,1,1,"0","31"
1023,"For Members of the County Committee - Roseland 6 (DEM) (Vote For 2)","Eileen FISHMAN","DEM",63,49.22,0,136,1,1,"0","31"
1024,"For Members of the County Committee - South Orange 1 (DEM) (Vote For 2)","Thomas J. KELLY, Jr.","DEM",128,40.51,0,217,1,1,"2","109"
1025,"For Members of the County Committee - South Orange 1 (DEM) (Vote For 2)","Rebecca MORRISON","DEM",111,35.13,0,217,1,1,"2","109"
1026,"For Members of the County Committee - South Orange 1 (DEM) (Vote For 2)","Philip CASEY","DEM",77,24.37,0,217,1,1,"2","109"
1027,"For Members of the County Committee - South Orange 4 (DEM) (Vote For 2)","Charles MANDERVILLE","DEM",108,33.03,0,251,1,1,"0","152"
1028,"For Members of the County Committee - South Orange 4 (DEM) (Vote For 2)","Genevieve MANDERVILLE","DEM",133,40.67,0,251,1,1,"0","152"
1029,"For Members of the County Committee - South Orange 4 (DEM) (Vote For 2)","Kyle D. YOUNGER","DEM",86,26.30,0,251,1,1,"0","152"
1030,"For Members of the County Committee - South Orange 6 (DEM) (Vote For 2)","Regan WHITE","DEM",113,25.00,0,270,1,1,"2","70"
1031,"For Members of the County Committee - South Orange 6 (DEM) (Vote For 2)","Laurence HIRSCH","DEM",127,28.10,0,270,1,1,"2","70"
1032,"For Members of the County Committee - South Orange 6 (DEM) (Vote For 2)","Joann GAUGHRAN","DEM",99,21.90,0,270,1,1,"2","70"
1033,"For Members of the County Committee - South Orange 6 (DEM) (Vote For 2)","Deborah ALESSANDRO","DEM",113,25.00,0,270,1,1,"2","70"
1034,"For Members of the County Committee - South Orange 9 (DEM) (Vote For 2)","Erika Erickson MALINOSKI","DEM",194,55.75,0,275,1,1,"0","146"
1035,"For Members of the County Committee - South Orange 9 (DEM) (Vote For 2)","Allecyn RIES","DEM",154,44.25,0,275,1,1,"0","146"
1036,"For Members of the County Committee - South Orange 11 (DEM) (Vote For 2)","Brandon EISENMANN","DEM",114,51.12,0,168,1,1,"0","96"
1037,"For Members of the County Committee - South Orange 11 (DEM) (Vote For 2)","Olivia LEWIS-CHANG","DEM",109,48.88,0,168,1,1,"0","96"
1038,"For Members of the County Committee - South Orange 12 (DEM) (Vote For 2)","Sheila OLIVER","DEM",140,56.22,0,210,1,1,"0","159"
1039,"For Members of the County Committee - South Orange 12 (DEM) (Vote For 2)","William E. GRAVES","DEM",109,43.78,0,210,1,1,"0","159"
1040,"For Members of the County Committee - South Orange 13 (DEM) (Vote For 2)","Ritu PANCHOLY","DEM",214,49.31,0,336,1,1,"0","207"
1041,"For Members of the County Committee - South Orange 13 (DEM) (Vote For 2)","Laura LEVINE","DEM",220,50.69,0,336,1,1,"0","207"
1042,"For Members of the County Committee - Verona 1 (DEM) (Vote For 2)","Herbert FORD","DEM",102,47.22,0,229,1,1,"0","72"
1043,"For Members of the County Committee - Verona 1 (DEM) (Vote For 2)","Katherine ROLLO","DEM",114,52.78,0,229,1,1,"0","72"
1044,"For Members of the County Committee - Verona 2 (DEM) (Vote For 2)","Gleb DROBKOV","DEM",82,51.25,0,166,1,1,"0","46"
1045,"For Members of the County Committee - Verona 2 (DEM) (Vote For 2)","Janine AUGUSTUS","DEM",78,48.75,0,166,1,1,"0","46"
1046,"For Members of the County Committee - Verona 3 (DEM) (Vote For 2)","Charles GRAY","DEM",82,57.34,0,126,1,1,"0","51"
1047,"For Members of the County Committee - Verona 3 (DEM) (Vote For 2)","Stephen POPE","DEM",61,42.66,0,126,1,1,"0","51"
1048,"For Members of the County Committee - Verona 4 (DEM) (Vote For 2)","Andrea LACOTTE","DEM",73,56.59,0,160,1,1,"0","64"
1049,"For Members of the County Committee - Verona 4 (DEM) (Vote For 2)","Branka KURTA-ALI","DEM",56,43.41,0,160,1,1,"0","64"
1050,"For Members of the County Committee - Verona 5 (DEM) (Vote For 2)","Christine McGRATH","DEM",126,59.43,0,182,1,1,"0","66"
1051,"For Members of the County Committee - Verona 5 (DEM) (Vote For 2)","Toral PATEL","DEM",86,40.57,0,182,1,1,"0","66"
1052,"For Members of the County Committee - Verona 6 (DEM) (Vote For 2)","Brian CARAVELLO","DEM",99,50.00,0,179,1,1,"0","48"
1053,"For Members of the County Committee - Verona 6 (DEM) (Vote For 2)","Katherine HARTWYK","DEM",99,50.00,0,179,1,1,"0","48"
1054,"For Members of the County Committee - Verona 7 (DEM) (Vote For 2)","Lonna MURPHY","DEM",51,51.52,0,121,1,1,"0","29"
1055,"For Members of the County Committee - Verona 7 (DEM) (Vote For 2)","Kayla LOMBARDO","DEM",48,48.48,0,121,1,1,"0","29"
1056,"For Members of the County Committee - Verona 8 (DEM) (Vote For 2)","Wendi CAPLAN-CARROLL","DEM",84,56.76,0,141,1,1,"0","50"
1057,"For Members of the County Committee - Verona 8 (DEM) (Vote For 2)","Robert GOTTSTEIN","DEM",64,43.24,0,141,1,1,"0","50"
1058,"For Members of the County Committee - Verona 9 (DEM) (Vote For 2)","Deborah SALANON","DEM",138,57.50,0,244,1,1,"0","88"
1059,"For Members of the County Committee - Verona 9 (DEM) (Vote For 2)","Carrie T. HAYTER","DEM",102,42.50,0,244,1,1,"0","88"
1060,"For Members of the County Committee - Verona 10 (DEM) (Vote For 2)","Carla BUGLIONE","DEM",151,41.14,0,296,1,1,"0","105"
1061,"For Members of the County Committee - Verona 10 (DEM) (Vote For 2)","John ""Jack"" McEVOY","DEM",94,25.61,0,296,1,1,"0","105"
1062,"For Members of the County Committee - Verona 10 (DEM) (Vote For 2)","Valerie BRAHVER","DEM",122,33.24,0,296,1,1,"0","105"
1063,"For Members of the County Committee - Verona 11 (DEM) (Vote For 2)","John CALLARI","DEM",43,55.84,0,92,1,1,"0","33"
1064,"For Members of the County Committee - Verona 11 (DEM) (Vote For 2)","Tovah KOPAN","DEM",34,44.16,0,92,1,1,"0","33"
1065,"For Members of the County Committee - West Caldwell 1 (DEM) (Vote For 2)","Jessica ALMEIDA","DEM",59,60.82,0,107,1,1,"0","39"
1066,"For Members of the County Committee - West Caldwell 1 (DEM) (Vote For 2)","Bradley DEGNAN","DEM",38,39.18,0,107,1,1,"0","39"
1067,"For Members of the County Committee - West Caldwell 2 (DEM) (Vote For 2)","Thomas M. WESTER","DEM",63,53.39,0,148,1,1,"0","39"
1068,"For Members of the County Committee - West Caldwell 2 (DEM) (Vote For 2)","Randi F. KLEIMAN BROKMAN","DEM",55,46.61,0,148,1,1,"0","39"
1069,"For Members of the County Committee - West Caldwell 3 (DEM) (Vote For 2)","Linda GARFINKEL","DEM",79,54.48,0,170,1,1,"0","52"
1070,"For Members of the County Committee - West Caldwell 3 (DEM) (Vote For 2)","Graham PETTO","DEM",66,45.52,0,170,1,1,"0","52"
1071,"For Members of the County Committee - West Caldwell 4 (DEM) (Vote For 2)","Lynne W. PALMER","DEM",121,55.25,0,222,1,1,"0","53"
1072,"For Members of the County Committee - West Caldwell 4 (DEM) (Vote For 2)","Archie M. PALMER, Jr.","DEM",98,44.75,0,222,1,1,"0","53"
1073,"For Members of the County Committee - West Caldwell 5 (DEM) (Vote For 2)","Noel PIERCY","DEM",64,52.03,0,148,1,1,"0","37"
